customer_id,age,gender,city,tenure_months,plan_type,ARPU,device_type,primary_site_id
11028,44,M,Bekasi,40,OMG 30GB,54999,Android Low-End,SITE_0517
11029,51,M,Depok,34,Data Only 2GB,15138,Android Flagship,SITE_1004
11030,52,M,Bandung,6,Sakti 10GB,29991,Android Flagship,SITE_1133
11031,41,M,Depok,19,OMG 30GB,57166,iOS Flagship,SITE_1123
11032,68,F,Jakarta,11,Combo Sakti 50GB,93410,iOS Flagship,SITE_0411
11033,32,F,Surabaya,43,Unlimited Lite,44986,Android Low-End,SITE_0106
11034,37,F,Semarang,40,OMG 30GB,58598,Android Flagship,SITE_1084
11035,40,M,Tangerang,40,Unlimited Lite,43178,Feature Phone,SITE_1038
11036,17,F,Jakarta,18,Combo Sakti 50GB,86415,Android Flagship,SITE_0459
11037,37,F,Semarang,40,Halo Postpaid,132044,iOS Mid,SITE_1113
11038,20,F,Makassar,32,Sakti 10GB,40206,iOS Flagship,SITE_0194
11039,19,F,Bandung,18,Halo Postpaid,110767,Android Low-End,SITE_0806
11040,51,F,Semarang,36,Sakti 10GB,33648,Feature Phone,SITE_0409
11041,21,M,Surabaya,12,Combo Sakti 50GB,100932,iOS Mid,SITE_0445
11042,67,M,Bekasi,37,OMG 30GB,54804,Android Mid,SITE_0877
11043,36,F,Bandung,24,OMG 30GB,51054,Android Mid,SITE_1058
11044,28,F,Semarang,48,Sakti 10GB,18345,Android Mid,SITE_1049
11045,69,F,Jakarta,54,Halo Postpaid,118925,iOS Flagship,SITE_0965
11046,52,M,Semarang,12,Combo Sakti 50GB,118358,Android Mid,SITE_1145
11047,40,F,Jakarta,9,OMG 30GB,71990,Android Low-End,SITE_1065
11048,41,M,Tangerang,8,Unlimited Lite,50204,iOS Mid,SITE_0416
11049,54,M,Surabaya,10,Sakti 10GB,29407,Android Mid,SITE_1064
11050,35,M,Makassar,2,Combo Sakti 50GB,82957,Android Mid,SITE_0461
11051,48,F,Tangerang,65,Combo Sakti 50GB,72914,Android Mid,SITE_0103
11052,29,M,Bandung,4,Data Only 2GB,15823,Android Low-End,SITE_0464
11053,51,F,Makassar,51,Data Only 2GB,16780,Android Mid,SITE_0785
11054,32,M,Jakarta,17,Sakti 10GB,29857,Android Low-End,SITE_0854
11055,36,F,Depok,56,OMG 30GB,57445,Android Mid,SITE_0523
11056,61,F,Surabaya,65,Halo Postpaid,97951,Android Low-End,SITE_0687
11057,31,F,Semarang,42,OMG 30GB,40457,Android Mid,SITE_1011
11058,61,M,Semarang,13,Halo Postpaid,129510,iOS Flagship,SITE_0825
11059,31,M,Jakarta,13,Data Only 2GB,14939,iOS Flagship,SITE_0956
11060,35,F,Depok,82,Halo Postpaid,170208,Android Mid,SITE_0961
11061,44,M,Medan,10,Combo Sakti 50GB,85407,Android Mid,SITE_0277
11062,43,M,Medan,13,Data Only 2GB,14115,Android Low-End,SITE_0879
11063,23,M,Depok,9,Data Only 2GB,11407,Android Mid,SITE_1047
11064,39,F,Yogyakarta,18,OMG 30GB,64873,Android Mid,SITE_0701
11065,18,M,Jakarta,23,Data Only 2GB,13591,Android Mid,SITE_0768
11066,40,M,Makassar,27,Data Only 2GB,15766,Android Mid,SITE_0608
11067,34,F,Jakarta,5,OMG 30GB,68326,Android Mid,SITE_0844
11068,48,F,Makassar,11,Sakti 10GB,25938,iOS Mid,SITE_0678
11069,17,M,Yogyakarta,133,Unlimited Lite,52908,Android Flagship,SITE_0313
11070,30,M,Surabaya,2,OMG 30GB,52451,Android Mid,SITE_0634
11071,37,F,Yogyakarta,12,Data Only 2GB,17859,Android Mid,SITE_0068
11072,25,M,Jakarta,6,Halo Postpaid,128396,Android Mid,SITE_0481
11073,33,F,Bekasi,8,Unlimited Lite,54742,Android Low-End,SITE_0115
11074,37,F,Depok,16,Sakti 10GB,29237,Feature Phone,SITE_0792
11075,61,M,Surabaya,104,OMG 30GB,65684,Android Low-End,SITE_0508
11076,64,F,Surabaya,41,Sakti 10GB,32996,Android Mid,SITE_0626
11077,42,M,Semarang,7,Unlimited Lite,44275,Feature Phone,SITE_0881
11078,28,M,Medan,4,Combo Sakti 50GB,103172,iOS Mid,SITE_0563
11079,48,F,Medan,23,OMG 30GB,61938,Android Mid,SITE_0884
11080,20,F,Tangerang,51,Combo Sakti 50GB,72869,Android Low-End,SITE_0809
11081,41,M,Jakarta,6,Unlimited Lite,50223,Feature Phone,SITE_1090
11082,28,M,Yogyakarta,6,OMG 30GB,51424,Android Low-End,SITE_0050
11083,42,M,Tangerang,28,Data Only 2GB,14617,iOS Flagship,SITE_0853
11084,29,M,Bandung,9,Sakti 10GB,41924,Android Low-End,SITE_0973
11085,39,F,Bekasi,2,Halo Postpaid,122439,Android Mid,SITE_0100
11086,18,F,Semarang,9,OMG 30GB,46365,Android Mid,SITE_0675
11087,62,M,Yogyakarta,6,Sakti 10GB,36621,Android Mid,SITE_1143
11088,66,M,Bandung,10,Data Only 2GB,12612,Feature Phone,SITE_0112
11089,64,M,Tangerang,41,Combo Sakti 50GB,85389,Android Mid,SITE_0071
11090,45,M,Tangerang,27,OMG 30GB,62160,iOS Flagship,SITE_0981
11091,50,M,Bekasi,8,OMG 30GB,69479,Android Low-End,SITE_0092
11092,63,M,Bandung,13,Sakti 10GB,27027,Android Low-End,SITE_0976
11093,29,M,Bandung,6,Combo Sakti 50GB,99183,Android Mid,SITE_1082
11094,27,F,Yogyakarta,20,Halo Postpaid,132087,Android Low-End,SITE_1143
11095,43,F,Yogyakarta,7,Data Only 2GB,13955,Android Low-End,SITE_0939
11096,59,M,Bandung,63,Data Only 2GB,14692,Feature Phone,SITE_0930
11097,44,F,Makassar,8,Data Only 2GB,12225,Android Low-End,SITE_0770
11098,58,F,Surabaya,30,Data Only 2GB,12474,iOS Mid,SITE_0544
11099,32,F,Tangerang,13,OMG 30GB,71155,Android Flagship,SITE_0720
11100,55,F,Surabaya,54,OMG 30GB,53192,iOS Mid,SITE_0316
11101,64,F,Yogyakarta,10,Sakti 10GB,29141,Android Mid,SITE_0550
11102,36,F,Bekasi,1,OMG 30GB,62949,Android Mid,SITE_0324
11103,38,M,Yogyakarta,3,OMG 30GB,60135,Android Mid,SITE_0388
11104,35,F,Medan,2,Combo Sakti 50GB,76201,Android Low-End,SITE_0088
11105,26,F,Medan,9,OMG 30GB,33078,Android Flagship,SITE_1193
11106,49,M,Semarang,27,Combo Sakti 50GB,83444,Android Mid,SITE_0206
11107,25,F,Jakarta,18,OMG 30GB,55726,iOS Mid,SITE_0856
11108,25,M,Medan,7,Data Only 2GB,11905,iOS Flagship,SITE_1159
11109,58,F,Makassar,161,OMG 30GB,57917,Android Low-End,SITE_1011
11110,21,M,Yogyakarta,2,Data Only 2GB,15872,Android Mid,SITE_0223
11111,51,F,Surabaya,24,Sakti 10GB,27515,Android Mid,SITE_0864
11112,39,F,Bandung,39,Sakti 10GB,35163,Android Flagship,SITE_0883
11113,27,F,Medan,77,Halo Postpaid,101967,Android Mid,SITE_0225
11114,58,F,Bandung,11,Halo Postpaid,141406,Android Mid,SITE_0351
11115,38,M,Tangerang,21,Sakti 10GB,48268,Android Flagship,SITE_0795
11116,42,F,Makassar,7,Combo Sakti 50GB,83567,Android Mid,SITE_0118
11117,60,M,Semarang,1,Sakti 10GB,30900,Android Low-End,SITE_0071
11118,52,F,Semarang,18,Sakti 10GB,36002,Android Mid,SITE_0699
11119,21,M,Surabaya,22,Unlimited Lite,60196,Android Low-End,SITE_0026
11120,16,M,Tangerang,8,OMG 30GB,74724,iOS Mid,SITE_0654
11121,21,F,Surabaya,7,OMG 30GB,82883,iOS Mid,SITE_0755
11122,65,F,Semarang,8,Halo Postpaid,116644,iOS Mid,SITE_0942
11123,37,M,Depok,18,Unlimited Lite,36309,Android Flagship,SITE_0065
11124,56,F,Bandung,28,Sakti 10GB,31838,Android Low-End,SITE_0870
11125,39,F,Bekasi,31,OMG 30GB,71645,iOS Mid,SITE_0308
11126,40,M,Semarang,8,Combo Sakti 50GB,68136,Android Flagship,SITE_0327
11127,30,F,Yogyakarta,47,Halo Postpaid,102707,iOS Flagship,SITE_0265
11128,41,M,Bandung,16,OMG 30GB,26553,Android Mid,SITE_0183
11129,23,F,Bandung,20,Halo Postpaid,109177,iOS Mid,SITE_0118
11130,66,M,Bandung,7,Sakti 10GB,19593,Android Mid,SITE_0760
11131,39,F,Bandung,12,Sakti 10GB,33481,Android Low-End,SITE_0130
11132,63,M,Medan,2,Data Only 2GB,13548,iOS Mid,SITE_0250
11133,53,M,Yogyakarta,21,Data Only 2GB,16601,Android Flagship,SITE_1039
11134,21,M,Jakarta,34,Combo Sakti 50GB,52468,Android Mid,SITE_0706
11135,69,F,Bandung,19,Combo Sakti 50GB,101671,Android Flagship,SITE_0245
11136,50,F,Yogyakarta,10,Sakti 10GB,29825,Android Mid,SITE_0086
11137,57,F,Yogyakarta,44,OMG 30GB,53746,Android Low-End,SITE_1084
11138,16,F,Semarang,2,Unlimited Lite,29281,iOS Flagship,SITE_0406
11139,61,M,Bekasi,7,Sakti 10GB,34981,Android Low-End,SITE_1082
11140,51,M,Bekasi,2,OMG 30GB,54623,Android Mid,SITE_0168
11141,27,M,Tangerang,12,Sakti 10GB,28184,Android Flagship,SITE_0833
11142,53,M,Tangerang,7,OMG 30GB,49258,Android Flagship,SITE_1192
11143,26,F,Makassar,28,OMG 30GB,66775,Android Mid,SITE_0906
11144,27,M,Yogyakarta,2,Sakti 10GB,33311,Android Low-End,SITE_0110
11145,57,M,Depok,1,Sakti 10GB,23454,Android Low-End,SITE_0662
11146,65,M,Medan,20,Data Only 2GB,9853,Android Flagship,SITE_0189
11147,54,M,Bandung,33,OMG 30GB,94130,Android Low-End,SITE_0377
11148,22,M,Bandung,16,Combo Sakti 50GB,66928,Android Mid,SITE_1140
11149,26,F,Surabaya,8,Data Only 2GB,13922,iOS Mid,SITE_0405
11150,51,M,Bekasi,17,Combo Sakti 50GB,92776,iOS Flagship,SITE_0480
11151,67,F,Depok,10,OMG 30GB,60007,Android Mid,SITE_0956
11152,46,F,Bekasi,9,Combo Sakti 50GB,113274,iOS Mid,SITE_0846
11153,48,F,Makassar,15,Data Only 2GB,12112,Android Mid,SITE_0672
11154,28,F,Yogyakarta,23,Combo Sakti 50GB,96874,Android Mid,SITE_0987
11155,33,F,Yogyakarta,21,Sakti 10GB,34583,Android Mid,SITE_0708
11156,56,M,Semarang,3,Sakti 10GB,30578,Android Low-End,SITE_1027
11157,39,M,Jakarta,6,Combo Sakti 50GB,96741,Android Low-End,SITE_0493
11158,24,F,Bekasi,1,Sakti 10GB,31767,Android Mid,SITE_0618
11159,46,M,Surabaya,14,Data Only 2GB,14102,Android Flagship,SITE_0601
11160,56,M,Jakarta,36,Data Only 2GB,17999,Android Flagship,SITE_0776
11161,25,M,Tangerang,13,Sakti 10GB,34003,Android Low-End,SITE_1077
11162,17,F,Bekasi,176,OMG 30GB,61448,Android Low-End,SITE_1133
11163,53,M,Tangerang,34,Data Only 2GB,16585,Android Low-End,SITE_1154
11164,30,F,Semarang,12,Sakti 10GB,22444,Android Mid,SITE_0489
11165,18,F,Bandung,87,Combo Sakti 50GB,99029,Android Mid,SITE_0846
11166,58,M,Bekasi,25,Combo Sakti 50GB,68064,iOS Flagship,SITE_0074
11167,46,M,Medan,61,Data Only 2GB,13054,Android Low-End,SITE_0087
11168,21,M,Jakarta,3,Unlimited Lite,48289,Android Flagship,SITE_0205
11169,18,M,Tangerang,20,Combo Sakti 50GB,91127,Android Low-End,SITE_0081
11170,26,M,Medan,58,OMG 30GB,50474,iOS Mid,SITE_0074
11171,30,M,Surabaya,26,Sakti 10GB,31003,iOS Flagship,SITE_1192
11172,60,F,Yogyakarta,107,Data Only 2GB,13807,Android Low-End,SITE_0468
11173,67,F,Bandung,132,Sakti 10GB,29803,iOS Flagship,SITE_0027
11174,43,M,Makassar,38,Data Only 2GB,12826,Android Flagship,SITE_0209
11175,25,F,Tangerang,8,Combo Sakti 50GB,90179,Android Mid,SITE_0566
11176,53,F,Makassar,47,Sakti 10GB,30103,Android Mid,SITE_0081
11177,62,M,Medan,30,Combo Sakti 50GB,91330,iOS Flagship,SITE_1149
11178,65,M,Jakarta,3,Combo Sakti 50GB,109561,Android Low-End,SITE_0574
11179,65,F,Surabaya,12,Combo Sakti 50GB,70105,Android Low-End,SITE_0864
11180,22,F,Depok,50,Sakti 10GB,36438,iOS Flagship,SITE_0350
11181,30,F,Bandung,30,Combo Sakti 50GB,98156,Android Mid,SITE_0665
11182,33,M,Surabaya,14,Unlimited Lite,57304,Android Low-End,SITE_0069
11183,33,F,Makassar,23,Combo Sakti 50GB,80126,Android Flagship,SITE_0901
11184,67,F,Medan,67,Combo Sakti 50GB,99469,iOS Flagship,SITE_1190
11185,56,M,Jakarta,22,Data Only 2GB,18701,Android Low-End,SITE_0314
11186,39,F,Tangerang,7,Combo Sakti 50GB,93067,Android Flagship,SITE_0970
11187,17,M,Tangerang,27,Halo Postpaid,142091,Android Mid,SITE_0301
11188,55,M,Semarang,8,Sakti 10GB,26857,Android Low-End,SITE_0275
11189,35,M,Bekasi,24,Unlimited Lite,47710,Android Mid,SITE_0967
11190,49,F,Makassar,25,OMG 30GB,55443,iOS Flagship,SITE_1136
11191,58,F,Depok,11,OMG 30GB,50642,Android Mid,SITE_1081
11192,41,F,Makassar,33,Halo Postpaid,122371,Android Flagship,SITE_0271
11193,22,F,Depok,9,Combo Sakti 50GB,89713,Android Mid,SITE_0424
11194,53,M,Bandung,1,OMG 30GB,82688,Android Mid,SITE_1122
11195,45,F,Bandung,11,OMG 30GB,53178,Android Mid,SITE_0818
11196,57,F,Yogyakarta,48,Combo Sakti 50GB,112763,iOS Flagship,SITE_0261
11197,20,F,Bandung,21,OMG 30GB,52150,Android Mid,SITE_0658
11198,26,M,Yogyakarta,46,OMG 30GB,57734,Android Mid,SITE_0382
11199,16,F,Makassar,4,Halo Postpaid,157272,iOS Flagship,SITE_0500
11200,49,M,Jakarta,6,Combo Sakti 50GB,58908,Android Mid,SITE_0472
11201,16,F,Tangerang,5,Sakti 10GB,37787,iOS Mid,SITE_1179
11202,34,F,Tangerang,37,Data Only 2GB,16993,Android Low-End,SITE_1043
11203,17,F,Medan,23,OMG 30GB,67780,Android Low-End,SITE_1184
11204,36,M,Surabaya,10,Halo Postpaid,117696,Android Flagship,SITE_0268
11205,35,M,Depok,37,Unlimited Lite,53308,iOS Mid,SITE_0436
11206,38,M,Depok,14,OMG 30GB,85890,iOS Mid,SITE_1105
11207,36,F,Makassar,23,Combo Sakti 50GB,76159,Android Mid,SITE_0726
11208,39,F,Bekasi,47,Halo Postpaid,77681,Android Low-End,SITE_0088
11209,19,F,Bandung,14,OMG 30GB,66137,Android Low-End,SITE_1105
11210,27,M,Surabaya,34,OMG 30GB,67760,Android Low-End,SITE_0608
11211,37,M,Yogyakarta,21,Combo Sakti 50GB,88130,Android Mid,SITE_0802
11212,35,M,Jakarta,58,OMG 30GB,38854,Android Mid,SITE_0012
11213,33,M,Bandung,15,OMG 30GB,57122,Android Low-End,SITE_0406
11214,16,F,Bekasi,9,Data Only 2GB,16848,Android Mid,SITE_0488
11215,45,F,Bekasi,8,Sakti 10GB,26281,iOS Mid,SITE_0688
11216,48,F,Depok,6,Sakti 10GB,28293,Android Mid,SITE_0176
11217,39,M,Surabaya,11,OMG 30GB,42856,Android Mid,SITE_0871
11218,29,M,Bandung,14,Halo Postpaid,134670,Android Mid,SITE_0374
11219,51,M,Depok,4,OMG 30GB,47462,Android Low-End,SITE_0777
11220,20,F,Bekasi,32,Combo Sakti 50GB,99886,Android Low-End,SITE_1156
11221,26,F,Tangerang,67,OMG 30GB,38001,Android Low-End,SITE_0422
11222,39,M,Makassar,13,Sakti 10GB,35394,Android Flagship,SITE_1021
11223,46,M,Yogyakarta,63,Halo Postpaid,119146,iOS Flagship,SITE_0689
11224,28,F,Bandung,14,Combo Sakti 50GB,102857,Android Mid,SITE_1166
11225,31,F,Tangerang,6,Combo Sakti 50GB,114679,Android Mid,SITE_0944
11226,39,M,Semarang,48,Sakti 10GB,30007,Android Mid,SITE_0621
11227,28,F,Medan,56,Combo Sakti 50GB,98924,Android Flagship,SITE_1040
11228,39,M,Tangerang,25,Data Only 2GB,11768,Android Mid,SITE_0303
11229,69,F,Yogyakarta,62,Sakti 10GB,32123,Android Mid,SITE_0854
11230,41,M,Surabaya,11,OMG 30GB,67811,Android Flagship,SITE_1178
11231,17,M,Yogyakarta,10,Data Only 2GB,12787,iOS Flagship,SITE_0036
11232,31,M,Medan,47,Combo Sakti 50GB,79390,Android Low-End,SITE_0388
11233,53,M,Makassar,8,Sakti 10GB,14660,iOS Flagship,SITE_0252
11234,61,F,Makassar,49,OMG 30GB,75260,Android Mid,SITE_0251
11235,16,F,Yogyakarta,7,Unlimited Lite,53443,Android Low-End,SITE_0095
11236,64,M,Semarang,29,OMG 30GB,63189,Android Mid,SITE_0057
11237,26,F,Yogyakarta,41,Sakti 10GB,26126,Android Mid,SITE_0372
11238,66,M,Depok,49,Halo Postpaid,149766,Android Low-End,SITE_0421
11239,50,M,Semarang,81,OMG 30GB,78712,Android Mid,SITE_0050
11240,58,F,Makassar,9,Halo Postpaid,106660,Android Mid,SITE_0158
11241,44,F,Jakarta,19,Sakti 10GB,32443,Android Mid,SITE_0234
11242,52,M,Bekasi,76,OMG 30GB,54579,iOS Mid,SITE_1038
11243,32,M,Semarang,1,OMG 30GB,60056,Android Mid,SITE_0938
11244,69,F,Semarang,23,Combo Sakti 50GB,102208,iOS Mid,SITE_1153
11245,54,M,Yogyakarta,4,Sakti 10GB,25240,Android Mid,SITE_0899
11246,57,F,Makassar,14,OMG 30GB,64453,Android Mid,SITE_0156
11247,43,F,Makassar,3,Data Only 2GB,16345,Android Mid,SITE_0911
11248,44,M,Bekasi,10,Sakti 10GB,37136,Android Low-End,SITE_0753
11249,58,M,Medan,29,OMG 30GB,72097,Android Mid,SITE_1128
11250,18,F,Medan,41,OMG 30GB,68039,Android Low-End,SITE_0989
11251,67,M,Bandung,20,Sakti 10GB,18744,iOS Mid,SITE_0868
11252,25,M,Tangerang,14,Data Only 2GB,15870,Android Mid,SITE_0993
11253,57,F,Bekasi,11,Combo Sakti 50GB,84175,iOS Mid,SITE_0840
11254,29,F,Semarang,57,OMG 30GB,69265,Android Flagship,SITE_0594
11255,27,M,Bekasi,6,Data Only 2GB,15798,Android Mid,SITE_0577
11256,62,F,Makassar,28,Sakti 10GB,36248,Android Low-End,SITE_0300
11257,57,F,Semarang,4,Unlimited Lite,61055,Android Mid,SITE_1010
11258,45,M,Tangerang,56,Unlimited Lite,47769,iOS Flagship,SITE_0546
11259,47,M,Tangerang,9,Sakti 10GB,29838,Android Low-End,SITE_0527
11260,47,F,Bekasi,12,Data Only 2GB,12364,iOS Mid,SITE_0366
11261,57,M,Yogyakarta,5,OMG 30GB,65483,iOS Mid,SITE_0268
11262,47,M,Bandung,66,Sakti 10GB,39286,Android Mid,SITE_1056
11263,41,F,Tangerang,53,Combo Sakti 50GB,101508,Android Mid,SITE_0121
11264,66,F,Makassar,16,Data Only 2GB,14521,Android Mid,SITE_0965
11265,16,F,Tangerang,1,Sakti 10GB,27750,iOS Flagship,SITE_0110
11266,57,F,Jakarta,57,Unlimited Lite,35240,Android Mid,SITE_0597
11267,17,M,Jakarta,79,OMG 30GB,76271,Android Mid,SITE_0321
11268,32,M,Makassar,2,Combo Sakti 50GB,102843,Android Mid,SITE_0021
11269,45,F,Medan,23,Halo Postpaid,128691,iOS Flagship,SITE_0326
11270,54,F,Semarang,75,OMG 30GB,50429,iOS Flagship,SITE_1051
11271,22,F,Semarang,29,Data Only 2GB,17171,Android Mid,SITE_0718
11272,67,M,Bandung,18,Unlimited Lite,44532,Feature Phone,SITE_0918
11273,42,F,Tangerang,11,OMG 30GB,67352,Android Flagship,SITE_1083
11274,24,M,Jakarta,33,Sakti 10GB,18698,Android Mid,SITE_0454
11275,37,M,Makassar,106,Data Only 2GB,15066,Android Low-End,SITE_0410
11276,49,M,Surabaya,25,Combo Sakti 50GB,94083,Android Low-End,SITE_0256
11277,61,M,Surabaya,17,Halo Postpaid,136783,Android Mid,SITE_0472
11278,64,F,Tangerang,5,OMG 30GB,49114,Android Low-End,SITE_0850
11279,16,M,Yogyakarta,48,Sakti 10GB,15812,Android Low-End,SITE_0918
11280,24,M,Surabaya,12,Data Only 2GB,14978,Android Low-End,SITE_1002
11281,35,M,Tangerang,36,Combo Sakti 50GB,97275,Android Mid,SITE_0746
11282,68,F,Bekasi,11,Sakti 10GB,30137,iOS Mid,SITE_1117
11283,34,F,Depok,4,Sakti 10GB,23560,Android Low-End,SITE_0639
11284,51,F,Bekasi,27,Halo Postpaid,157893,Android Low-End,SITE_0842
11285,55,M,Tangerang,19,Data Only 2GB,17542,Android Low-End,SITE_1134
11286,60,F,Yogyakarta,4,OMG 30GB,79495,Android Mid,SITE_0676
11287,19,M,Tangerang,43,OMG 30GB,56121,iOS Mid,SITE_1129
11288,24,M,Bandung,9,Sakti 10GB,21194,iOS Flagship,SITE_0557
11289,56,F,Yogyakarta,15,OMG 30GB,60238,Android Flagship,SITE_0742
11290,37,M,Jakarta,17,Data Only 2GB,14130,iOS Mid,SITE_0861
11291,33,M,Bekasi,7,Sakti 10GB,26040,Android Mid,SITE_0775
11292,27,M,Yogyakarta,17,Data Only 2GB,18043,Android Mid,SITE_0775
11293,57,M,Medan,2,Sakti 10GB,28178,Android Mid,SITE_0508
11294,58,M,Semarang,5,Sakti 10GB,23870,Android Low-End,SITE_0177
11295,54,M,Makassar,8,Sakti 10GB,20853,Feature Phone,SITE_0217
11296,24,M,Makassar,11,Halo Postpaid,100134,iOS Flagship,SITE_1189
11297,21,F,Depok,7,OMG 30GB,56633,Android Low-End,SITE_0818
11298,34,F,Yogyakarta,16,Unlimited Lite,32326,iOS Mid,SITE_0544
11299,63,F,Bandung,26,Sakti 10GB,35536,Android Mid,SITE_0643
11300,62,F,Surabaya,11,Sakti 10GB,32778,Android Mid,SITE_0435
11301,22,F,Tangerang,1,OMG 30GB,52721,Android Mid,SITE_0813
11302,31,M,Surabaya,25,Combo Sakti 50GB,90676,Android Flagship,SITE_0355
11303,20,M,Tangerang,51,Halo Postpaid,94208,Android Low-End,SITE_0029
11304,31,F,Yogyakarta,4,OMG 30GB,68294,Android Flagship,SITE_0606
11305,16,M,Medan,5,OMG 30GB,68869,iOS Mid,SITE_0181
11306,66,M,Jakarta,1,Halo Postpaid,128753,Android Mid,SITE_0471
11307,52,M,Bandung,6,OMG 30GB,52973,Android Flagship,SITE_0692
11308,54,F,Yogyakarta,9,Halo Postpaid,123926,Android Flagship,SITE_1069
11309,34,F,Surabaya,15,OMG 30GB,64903,iOS Mid,SITE_0579
11310,69,M,Medan,29,Unlimited Lite,37949,Feature Phone,SITE_0653
11311,52,F,Surabaya,14,Unlimited Lite,47852,iOS Flagship,SITE_0355
11312,32,F,Yogyakarta,11,Combo Sakti 50GB,109516,Android Low-End,SITE_1169
11313,41,M,Makassar,28,Unlimited Lite,38994,Android Low-End,SITE_0367
11314,37,M,Yogyakarta,25,Combo Sakti 50GB,89885,iOS Mid,SITE_0991
11315,23,M,Jakarta,14,Data Only 2GB,14001,Android Flagship,SITE_0108
11316,48,F,Semarang,10,Unlimited Lite,32044,Android Low-End,SITE_0502
11317,17,M,Tangerang,12,Unlimited Lite,44848,Android Low-End,SITE_0037
11318,45,M,Jakarta,13,Unlimited Lite,41070,Android Mid,SITE_1146
11319,62,M,Medan,3,Data Only 2GB,13533,Android Mid,SITE_0083
11320,35,F,Surabaya,5,OMG 30GB,77657,Feature Phone,SITE_1004
11321,33,F,Surabaya,26,Unlimited Lite,31680,Android Mid,SITE_0822
11322,58,M,Semarang,65,Data Only 2GB,12973,Android Low-End,SITE_0989
11323,25,F,Surabaya,3,Data Only 2GB,17102,Android Mid,SITE_0560
11324,39,M,Semarang,4,Data Only 2GB,16600,Android Flagship,SITE_0835
11325,19,M,Jakarta,3,Combo Sakti 50GB,114746,Android Mid,SITE_0351
11326,52,F,Semarang,8,Combo Sakti 50GB,81355,iOS Flagship,SITE_0024
11327,19,M,Bandung,38,OMG 30GB,60687,Android Mid,SITE_0624
11328,28,M,Surabaya,44,Sakti 10GB,30474,Android Low-End,SITE_0080
11329,40,M,Medan,54,Combo Sakti 50GB,105729,Android Low-End,SITE_0179
11330,28,F,Jakarta,37,OMG 30GB,50496,Android Mid,SITE_0726
11331,33,F,Bandung,15,Sakti 10GB,26257,iOS Mid,SITE_1104
11332,39,F,Jakarta,21,OMG 30GB,62859,Android Mid,SITE_0485
11333,17,F,Bekasi,28,OMG 30GB,70147,Android Mid,SITE_0539
11334,63,F,Semarang,7,Sakti 10GB,29931,Android Flagship,SITE_0189
11335,48,M,Jakarta,19,OMG 30GB,48490,iOS Flagship,SITE_0971
11336,34,F,Surabaya,18,Combo Sakti 50GB,71424,iOS Mid,SITE_1035
11337,24,F,Tangerang,35,Sakti 10GB,33606,Android Flagship,SITE_0595
11338,43,M,Depok,7,Sakti 10GB,39645,iOS Flagship,SITE_0907
11339,50,M,Bandung,61,Sakti 10GB,34969,Android Flagship,SITE_0687
11340,54,M,Jakarta,12,OMG 30GB,73897,Android Mid,SITE_0128
11341,25,F,Surabaya,17,Sakti 10GB,35873,Android Low-End,SITE_0932
11342,16,M,Depok,10,Unlimited Lite,40157,Android Mid,SITE_0884
11343,57,M,Bekasi,3,Sakti 10GB,25805,Android Low-End,SITE_0860
11344,36,M,Semarang,5,Halo Postpaid,124843,iOS Mid,SITE_0728
11345,24,M,Medan,112,OMG 30GB,60892,Android Low-End,SITE_0036
11346,62,F,Yogyakarta,11,Combo Sakti 50GB,96777,Android Low-End,SITE_0787
11347,30,M,Medan,3,OMG 30GB,39038,Android Low-End,SITE_1149
11348,50,M,Semarang,15,Unlimited Lite,49008,Android Mid,SITE_0280
11349,20,F,Depok,4,OMG 30GB,57900,Android Flagship,SITE_0731
11350,56,F,Depok,23,OMG 30GB,62785,iOS Flagship,SITE_0819
11351,37,M,Medan,1,Unlimited Lite,57661,Android Mid,SITE_0665
11352,56,M,Jakarta,20,Sakti 10GB,26227,iOS Mid,SITE_0402
11353,38,F,Semarang,28,OMG 30GB,93374,Android Mid,SITE_0629
11354,22,M,Depok,3,OMG 30GB,53148,Android Low-End,SITE_0022
11355,38,F,Medan,4,OMG 30GB,83481,iOS Flagship,SITE_0794
11356,59,M,Depok,36,Unlimited Lite,43554,iOS Mid,SITE_0724
11357,40,M,Bekasi,14,OMG 30GB,57399,Android Flagship,SITE_0853
11358,42,M,Surabaya,3,OMG 30GB,67407,iOS Flagship,SITE_0687
11359,56,M,Surabaya,48,OMG 30GB,70313,iOS Mid,SITE_0690
11360,21,F,Semarang,33,Sakti 10GB,36000,Android Low-End,SITE_1013
11361,49,F,Bandung,5,Sakti 10GB,35675,Android Low-End,SITE_0065
11362,24,F,Medan,11,OMG 30GB,50353,Android Mid,SITE_0293
11363,64,F,Jakarta,21,Sakti 10GB,36032,Android Low-End,SITE_0605
11364,48,F,Medan,1,OMG 30GB,61850,Android Mid,SITE_0101
11365,66,F,Medan,17,Sakti 10GB,27345,Android Low-End,SITE_0133
11366,21,F,Medan,10,Combo Sakti 50GB,60686,iOS Flagship,SITE_0838
11367,52,M,Bandung,63,Unlimited Lite,47289,Android Mid,SITE_0809
11368,46,M,Surabaya,7,Combo Sakti 50GB,109192,iOS Mid,SITE_0895
11369,49,F,Medan,13,OMG 30GB,54198,Android Mid,SITE_0314
11370,56,F,Bekasi,5,Sakti 10GB,42155,Android Low-End,SITE_0839
11371,44,F,Bandung,4,OMG 30GB,71911,Android Flagship,SITE_1124
